|6.6.6
2018PPGrt_01_1.tab                                                                                  
           2
T(K)    
   673.00000000000000     
   3.0303030303030303     
         100
P(bar)  
   2000.0000000000000     
   30.303030303030305     
         100
           4
T(K)           P(bar)         Gt(W),vo%      St(W),vo%     
  945.727        2606.06                 NaN            NaN
  948.758        2606.06                 NaN            NaN
  951.788        2606.06                 NaN            NaN
  954.818        2606.06                 NaN            NaN
  957.848        2606.06                 NaN            NaN
  960.879        2606.06                 NaN            NaN
  963.909        2606.06                 NaN            NaN
  966.939        2606.06                 NaN            NaN
  969.970        2606.06                 NaN            NaN
  973.000        2606.06                 NaN            NaN
  673.000        2636.36                 NaN            NaN
  676.030        2636.36                 NaN            NaN
  679.061        2636.36                 NaN            NaN
  682.091        2636.36                 NaN            NaN
  685.121        2636.36                 NaN            NaN
  688.152        2636.36                 NaN            NaN
  691.182        2636.36                 NaN            NaN
  694.212        2636.36                 NaN            NaN
  697.242        2636.36                 NaN            NaN
  700.273        2636.36                 NaN            NaN
  703.303        2636.36                 NaN            NaN
  706.333        2636.36                 NaN            NaN
  709.364        2636.36                 NaN            NaN
  712.394        2636.36                 NaN            NaN
  715.424        2636.36                 NaN            NaN
  718.455        2636.36                 NaN            NaN
  721.485        2636.36                 NaN            NaN
  724.515        2636.36                 NaN            NaN
  727.545        2636.36                 NaN            NaN
  730.576        2636.36                 NaN            NaN
  733.606        2636.36                 NaN            NaN
  736.636        2636.36                 NaN            NaN
  739.667        2636.36                 NaN            NaN
  742.697        2636.36                 NaN            NaN
  745.727        2636.36       0.838901E-001            NaN
  748.758        2636.36       0.838853E-001            NaN
  751.788        2636.36       0.111797                 NaN
  754.818        2636.36       0.246599                 NaN
  757.848        2636.36       0.246584                 NaN
  760.879        2636.36       0.246569                 NaN
  763.909        2636.36       0.374419                 NaN
  766.939        2636.36       0.374396                 NaN
  769.970        2636.36       0.518904                 NaN
  773.000        2636.36       0.518871                 NaN
  776.030        2636.36       0.518838                 NaN
  779.061        2636.36       0.643821                 NaN
  782.091        2636.36       0.651510                 NaN
  785.121        2636.36       0.733911       0.224209     
  788.152        2636.36       0.827953       0.471264     
