|6.6.6
2018PPGrt_01_1.tab                                                                                  
           2
T(K)    
   673.00000000000000     
   3.0303030303030303     
         100
P(bar)  
   2000.0000000000000     
   30.303030303030305     
         100
           6
T(K)           P(bar)         C[Gt(W)1]      C[Gt(W)2]      C[Gt(W)3]      C[Gt(W)4]     
  797.242        2121.21       0.403292E-001  0.262346       0.638477       0.588477E-001
  800.273        2121.21       0.325103E-001  0.275514       0.627778       0.641975E-001
  803.303        2121.21       0.274608E-001  0.291547       0.612338       0.686541E-001
  806.333        2121.21       0.267982E-001  0.294995       0.609726       0.684810E-001
  809.364        2121.21       0.265617E-001  0.296551       0.607862       0.690249E-001
  812.394        2121.21       0.263924E-001  0.299492       0.605071       0.690442E-001
  815.424        2121.21       0.260437E-001  0.300617       0.603584       0.697549E-001
  818.455        2121.21       0.258247E-001  0.300617       0.603568       0.699904E-001
  821.485        2121.21       0.257259E-001  0.299010       0.604665       0.705998E-001
  824.515        2121.21       0.256084E-001  0.297053       0.606335       0.710036E-001
  827.545        2121.21       0.252787E-001  0.300617       0.602637       0.714675E-001
  830.576        2121.21       0.249282E-001  0.300617       0.602765       0.716895E-001
  833.606        2121.21       0.246856E-001  0.300617       0.602511       0.721857E-001
  836.636        2121.21       0.245266E-001  0.300617       0.602276       0.725799E-001
  839.667        2121.21       0.245595E-001  0.300617       0.601935       0.728879E-001
  842.697        2121.21       0.245836E-001  0.300617       0.601702       0.730976E-001
  845.727        2121.21       0.242553E-001  0.300617       0.601347       0.737803E-001
  848.758        2121.21       0.240638E-001  0.300617       0.601213       0.741064E-001
  851.788        2121.21       0.240248E-001  0.300617       0.600534       0.748236E-001
  854.818        2121.21       0.238385E-001  0.300617       0.600127       0.754168E-001
  857.848        2121.21       0.238082E-001  0.300617       0.600909       0.746659E-001
  860.879        2121.21       0.235791E-001  0.300617       0.599907       0.758965E-001
  863.909        2121.21       0.234078E-001  0.300617       0.600093       0.758819E-001
  866.939        2121.21       0.234098E-001  0.300617       0.599588       0.763852E-001
  869.970        2121.21       0.232247E-001  0.300617       0.599521       0.766370E-001
  873.000        2121.21       0.230197E-001  0.300617       0.599447       0.769158E-001
  876.030        2121.21       0.230453E-001  0.300617       0.599383       0.769547E-001
  879.061        2121.21       0.226337E-001  0.300617       0.599383       0.773663E-001
  882.091        2121.21       0.222222E-001  0.300617       0.599383       0.777778E-001
  885.121        2121.21       0.213992E-001  0.300617       0.599383       0.786008E-001
  888.152        2121.21       0.213992E-001  0.300617       0.599383       0.786008E-001
  891.182        2121.21       0.189300E-001  0.296914       0.610494       0.736626E-001
  894.212        2121.21       0.189300E-001  0.296914       0.610494       0.736626E-001
  897.242        2121.21       0.185185E-001  0.296914       0.610494       0.740741E-001
  900.273        2121.21       0.193416E-001  0.296914       0.610494       0.732510E-001
  903.303        2121.21       0.193416E-001  0.296914       0.610494       0.732510E-001
  906.333        2121.21                 NaN            NaN            NaN            NaN
  909.364        2121.21                 NaN            NaN            NaN            NaN
  912.394        2121.21                 NaN            NaN            NaN            NaN
  915.424        2121.21                 NaN            NaN            NaN            NaN
  918.455        2121.21                 NaN            NaN            NaN            NaN
  921.485        2121.21                 NaN            NaN            NaN            NaN
  924.515        2121.21                 NaN            NaN            NaN            NaN
  927.545        2121.21                 NaN            NaN            NaN            NaN
  930.576        2121.21                 NaN            NaN            NaN            NaN
  933.606        2121.21                 NaN            NaN            NaN            NaN
  936.636        2121.21                 NaN            NaN            NaN            NaN
  939.667        2121.21                 NaN            NaN            NaN            NaN
  942.697        2121.21                 NaN            NaN            NaN            NaN
  945.727        2121.21                 NaN            NaN            NaN            NaN
  948.758        2121.21                 NaN            NaN            NaN            NaN
  951.788        2121.21                 NaN            NaN            NaN            NaN
  954.818        2121.21                 NaN            NaN            NaN            NaN
  957.848        2121.21                 NaN            NaN            NaN            NaN
  960.879        2121.21                 NaN            NaN            NaN            NaN
  963.909        2121.21                 NaN            NaN            NaN            NaN
  966.939        2121.21                 NaN            NaN            NaN            NaN
  969.970        2121.21                 NaN            NaN            NaN            NaN
